close,date
300.04998779296875,2020-06-26
304.4599914550781,2020-06-29
308.3599853515625,2020-06-30
310.5199890136719,2020-07-01
312.2300109863281,2020-07-02
317.04998779296875,2020-07-06
313.7799987792969,2020-07-07
316.17999267578125,2020-07-08
314.3800048828125,2020-07-09
317.5899963378906,2020-07-10
314.8399963378906,2020-07-13
318.9200134277344,2020-07-14
321.8500061035156,2020-07-15
320.7900085449219,2020-07-16
321.7200012207031,2020-07-17
324.32000732421875,2020-07-20
325.010009765625,2020-07-21
326.8599853515625,2020-07-22
322.9599914550781,2020-07-23
320.8800048828125,2020-07-24
323.2200012207031,2020-07-27
321.1700134277344,2020-07-28
325.1199951171875,2020-07-29
323.9599914550781,2020-07-30
326.5199890136719,2020-07-31
328.7900085449219,2020-08-03
330.05999755859375,2020-08-04
332.1099853515625,2020-08-05
334.3299865722656,2020-08-06
334.57000732421875,2020-08-07
335.57000732421875,2020-08-10
332.79998779296875,2020-08-11
337.44000244140625,2020-08-12
336.8299865722656,2020-08-13
336.8399963378906,2020-08-14
337.9100036621094,2020-08-17
338.6400146484375,2020-08-18
337.2300109863281,2020-08-19
338.2799987792969,2020-08-20
339.4800109863281,2020-08-21
342.9200134277344,2020-08-24
344.1199951171875,2020-08-25
347.57000732421875,2020-08-26
348.3299865722656,2020-08-27
350.5799865722656,2020-08-28
349.30999755859375,2020-08-31
352.6000061035156,2020-09-01
357.70001220703125,2020-09-02
345.3900146484375,2020-09-03
342.57000732421875,2020-09-04
333.2099914550781,2020-09-08
339.7900085449219,2020-09-09
333.8900146484375,2020-09-10
334.05999755859375,2020-09-11
338.4599914550781,2020-09-14
340.1700134277344,2020-09-15
338.82000732421875,2020-09-16
335.8399963378906,2020-09-17
330.6499938964844,2020-09-18
326.9700012207031,2020-09-21
330.29998779296875,2020-09-22
322.6400146484375,2020-09-23
323.5,2020-09-24
328.7300109863281,2020-09-25
334.19000244140625,2020-09-28
332.3699951171875,2020-09-29
334.8900146484375,2020-09-30
337.0400085449219,2020-10-01
333.8399963378906,2020-10-02
339.760009765625,2020-10-05
334.92999267578125,2020-10-06
340.760009765625,2020-10-07
343.7799987792969,2020-10-08
346.8500061035156,2020-10-09
352.42999267578125,2020-10-12
350.1300048828125,2020-10-13
347.92999267578125,2020-10-14
347.5,2020-10-15
347.2900085449219,2020-10-16
342.010009765625,2020-10-19
343.3800048828125,2020-10-20
342.7300109863281,2020-10-21
344.6099853515625,2020-10-22
345.7799987792969,2020-10-23
339.3900146484375,2020-10-26
338.2200012207031,2020-10-27
326.6600036621094,2020-10-28
329.9800109863281,2020-10-29
326.5400085449219,2020-10-30
330.20001220703125,2020-11-02
336.0299987792969,2020-11-03
343.5400085449219,2020-11-04
350.239990234375,2020-11-05
350.1600036621094,2020-11-06
354.55999755859375,2020-11-09
354.0400085449219,2020-11-10
356.6700134277344,2020-11-11
353.2099914550781,2020-11-12
358.1000061035156,2020-11-13
362.5700073242187,2020-11-16
360.6199951171875,2020-11-17
356.2799987792969,2020-11-18
357.7799987792969,2020-11-19
355.3299865722656,2020-11-20
357.4599914550781,2020-11-23
363.2200012207031,2020-11-24
362.6600036621094,2020-11-25
363.6700134277344,2020-11-27
362.05999755859375,2020-11-30
366.0199890136719,2020-12-01
366.7900085449219,2020-12-02
366.69000244140625,2020-12-03
369.8500061035156,2020-12-04
369.0899963378906,2020-12-07
370.1700134277344,2020-12-08
366.8500061035156,2020-12-09
366.7300109863281,2020-12-10
366.2999877929687,2020-12-11
364.6600036621094,2020-12-14
369.5899963378906,2020-12-15
370.1700134277344,2020-12-16
372.239990234375,2020-12-17
369.1799926757813,2020-12-18
367.8599853515625,2020-12-21
367.239990234375,2020-12-22
367.5700073242187,2020-12-23
369.0,2020-12-24
372.1700134277344,2020-12-28
371.4599914550781,2020-12-29
371.989990234375,2020-12-30
373.8800048828125,2020-12-31
368.7900085449219,2021-01-04
371.3299865722656,2021-01-05
373.5499877929687,2021-01-06
379.1000061035156,2021-01-07
381.260009765625,2021-01-08
378.69000244140625,2021-01-11
378.7699890136719,2021-01-12
379.7900085449219,2021-01-13
378.4599914550781,2021-01-14
375.7000122070313,2021-01-15
378.6499938964844,2021-01-19
383.8900146484375,2021-01-20
384.239990234375,2021-01-21
382.8800048828125,2021-01-22
384.3900146484375,2021-01-25
383.7900085449219,2021-01-26
374.4100036621094,2021-01-27
377.6300048828125,2021-01-28
370.0700073242187,2021-01-29
376.2300109863281,2021-02-01
381.5499877929687,2021-02-02
381.8500061035156,2021-02-03
386.19000244140625,2021-02-04
387.7099914550781,2021-02-05
390.510009765625,2021-02-08
390.25,2021-02-09
390.0799865722656,2021-02-10
390.7099914550781,2021-02-11
392.6400146484375,2021-02-12
392.2999877929687,2021-02-16
392.3900146484375,2021-02-17
390.7200012207031,2021-02-18
390.0299987792969,2021-02-19
387.0299987792969,2021-02-22
387.5,2021-02-23
391.7699890136719,2021-02-24
382.3299865722656,2021-02-25
380.3599853515625,2021-02-26
389.5799865722656,2021-03-01
386.5400085449219,2021-03-02
381.4200134277344,2021-03-03
376.7000122070313,2021-03-04
383.6300048828125,2021-03-05
381.7200012207031,2021-03-08
387.1700134277344,2021-03-09
389.5799865722656,2021-03-10
393.5299987792969,2021-03-11
394.05999755859375,2021-03-12
396.4100036621094,2021-03-15
395.9100036621094,2021-03-16
397.260009765625,2021-03-17
391.4800109863281,2021-03-18
389.4800109863281,2021-03-19
392.5899963378906,2021-03-22
389.5,2021-03-23
387.5199890136719,2021-03-24
389.7000122070313,2021-03-25
395.9800109863281,2021-03-26
395.7799987792969,2021-03-29
394.7300109863281,2021-03-30
396.3299865722656,2021-03-31
400.6099853515625,2021-04-01
406.3599853515625,2021-04-05
406.1199951171875,2021-04-06
406.5899963378906,2021-04-07
408.5199890136719,2021-04-08
411.489990234375,2021-04-09
411.6400146484375,2021-04-12
412.8599853515625,2021-04-13
411.4500122070313,2021-04-14
415.8699951171875,2021-04-15
417.260009765625,2021-04-16
415.2099914550781,2021-04-19
412.1700134277344,2021-04-20
416.0700073242187,2021-04-21
412.2699890136719,2021-04-22
416.739990234375,2021-04-23
417.6099853515625,2021-04-26
417.5199890136719,2021-04-27
417.3999938964844,2021-04-28
420.05999755859375,2021-04-29
417.2999877929687,2021-04-30
418.2000122070313,2021-05-03
415.6199951171875,2021-05-04
415.75,2021-05-05
419.0700073242187,2021-05-06
422.1199951171875,2021-05-07
417.94000244140625,2021-05-10
414.2099914550781,2021-05-11
405.4100036621094,2021-05-12
410.2799987792969,2021-05-13
416.5799865722656,2021-05-14
415.5199890136719,2021-05-17
411.94000244140625,2021-05-18
410.8599853515625,2021-05-19
415.2799987792969,2021-05-20
414.94000244140625,2021-05-21
419.1700134277344,2021-05-24
418.239990234375,2021-05-25
419.0700073242187,2021-05-26
419.2900085449219,2021-05-27
420.0400085449219,2021-05-28
419.6700134277344,2021-06-01
420.3299865722656,2021-06-02
418.7699890136719,2021-06-03
422.6000061035156,2021-06-04
422.19000244140625,2021-06-07
422.2799987792969,2021-06-08
421.6499938964844,2021-06-09
423.6099853515625,2021-06-10
424.30999755859375,2021-06-11
425.260009765625,2021-06-14
424.4800109863281,2021-06-15
422.1099853515625,2021-06-16
421.9700012207031,2021-06-17
414.9200134277344,2021-06-18
420.8599853515625,2021-06-21
423.1099853515625,2021-06-22
422.6000061035156,2021-06-23
425.1000061035156,2021-06-24
426.6099853515625,2021-06-25
427.4700012207031,2021-06-28
427.7000122070313,2021-06-29
428.05999755859375,2021-06-30
430.4299926757813,2021-07-01
433.7200012207031,2021-07-02
432.9299926757813,2021-07-06
434.4599914550781,2021-07-07
430.9200134277344,2021-07-08
435.5199890136719,2021-07-09
437.0799865722656,2021-07-12
435.5899963378906,2021-07-13
436.239990234375,2021-07-14
434.75,2021-07-15
431.3399963378906,2021-07-16
424.9700012207031,2021-07-19
431.05999755859375,2021-07-20
434.5499877929687,2021-07-21
435.4599914550781,2021-07-22
439.94000244140625,2021-07-23
441.0199890136719,2021-07-26
439.010009765625,2021-07-27
438.8299865722656,2021-07-28
440.6499938964844,2021-07-29
438.510009765625,2021-07-30
437.5899963378906,2021-08-02
441.1499938964844,2021-08-03
438.9800109863281,2021-08-04
441.760009765625,2021-08-05
442.489990234375,2021-08-06
442.1300048828125,2021-08-09
442.6799926757813,2021-08-10
443.7799987792969,2021-08-11
445.1099853515625,2021-08-12
445.9200134277344,2021-08-13
446.9700012207031,2021-08-16
444.0400085449219,2021-08-17
439.1799926757813,2021-08-18
439.8599853515625,2021-08-19
443.3599853515625,2021-08-20
447.260009765625,2021-08-23
447.9700012207031,2021-08-24
448.9100036621094,2021-08-25
446.260009765625,2021-08-26
450.25,2021-08-27
452.2300109863281,2021-08-30
451.55999755859375,2021-08-31
451.7999877929687,2021-09-01
453.19000244140625,2021-09-02
453.0799865722656,2021-09-03
451.4599914550781,2021-09-07
450.9100036621094,2021-09-08
448.9800109863281,2021-09-09
445.44000244140625,2021-09-10
446.5799865722656,2021-09-13
444.1700134277344,2021-09-14
447.8800048828125,2021-09-15
447.1700134277344,2021-09-16
441.3999938964844,2021-09-17
434.0400085449219,2021-09-20
433.6300048828125,2021-09-21
437.8599853515625,2021-09-22
443.1799926757813,2021-09-23
443.9100036621094,2021-09-24
442.6400146484375,2021-09-27
433.7200012207031,2021-09-28
434.4500122070313,2021-09-29
429.1400146484375,2021-09-30
434.239990234375,2021-10-01
428.6400146484375,2021-10-04
433.1000061035156,2021-10-05
434.8999938964844,2021-10-06
438.6600036621094,2021-10-07
437.8599853515625,2021-10-08
434.69000244140625,2021-10-11
433.6199951171875,2021-10-12
435.1799926757813,2021-10-13
442.5,2021-10-14
445.8699951171875,2021-10-15
447.19000244140625,2021-10-18
450.6400146484375,2021-10-19
452.4100036621094,2021-10-20
453.5899963378906,2021-10-21
453.1199951171875,2021-10-22
455.5499877929687,2021-10-25
455.9599914550781,2021-10-26
453.94000244140625,2021-10-27
458.3200073242187,2021-10-28
459.25,2021-10-29
460.0400085449219,2021-11-01
461.8999938964844,2021-11-02
464.7200012207031,2021-11-03
466.9100036621094,2021-11-04
468.5299987792969,2021-11-05
468.9299926757813,2021-11-08
467.3800048828125,2021-11-09
463.6199951171875,2021-11-10
463.7699890136719,2021-11-11
467.2699890136719,2021-11-12
467.4299926757813,2021-11-15
469.2799987792969,2021-11-16
468.1400146484375,2021-11-17
469.7300109863281,2021-11-18
468.8900146484375,2021-11-19
467.5700073242187,2021-11-22
468.19000244140625,2021-11-23
469.44000244140625,2021-11-24
458.9700012207031,2021-11-26
464.6000061035156,2021-11-29
455.55999755859375,2021-11-30
450.5,2021-12-01
457.3999938964844,2021-12-02
453.4200134277344,2021-12-03
458.7900085449219,2021-12-06
468.2799987792969,2021-12-07
469.5199890136719,2021-12-08
466.3500061035156,2021-12-09
470.739990234375,2021-12-10
466.5700073242187,2021-12-13
463.3599853515625,2021-12-14
470.6000061035156,2021-12-15
466.4500122070313,2021-12-16
459.8699951171875,2021-12-17
454.9800109863281,2021-12-20
463.05999755859375,2021-12-21
467.69000244140625,2021-12-22
470.6000061035156,2021-12-23
477.260009765625,2021-12-27
476.8699951171875,2021-12-28
477.4800109863281,2021-12-29
476.1600036621094,2021-12-30
474.9599914550781,2021-12-31
477.7099914550781,2022-01-03
477.5499877929687,2022-01-04
468.3800048828125,2022-01-05
467.94000244140625,2022-01-06
466.0899963378906,2022-01-07
465.510009765625,2022-01-10
469.75,2022-01-11
471.0199890136719,2022-01-12
464.5299987792969,2022-01-13
464.7200012207031,2022-01-14
456.489990234375,2022-01-18
451.75,2022-01-19
446.75,2022-01-20
437.9800109863281,2022-01-21
439.8399963378906,2022-01-24
434.4700012207031,2022-01-25
433.3800048828125,2022-01-26
431.239990234375,2022-01-27
441.9500122070313,2022-01-28
449.9100036621094,2022-01-31
452.9500122070313,2022-02-01
457.3500061035156,2022-02-02
446.6000061035156,2022-02-03
448.7000122070313,2022-02-04
447.260009765625,2022-02-07
450.94000244140625,2022-02-08
457.5400085449219,2022-02-09
449.3200073242187,2022-02-10
440.4599914550781,2022-02-11
439.0199890136719,2022-02-14
446.1000061035156,2022-02-15
446.6000061035156,2022-02-16
437.05999755859375,2022-02-17
434.2300109863281,2022-02-18
429.5700073242187,2022-02-22
421.9500122070313,2022-02-23
428.2999877929687,2022-02-24
437.75,2022-02-25
436.6300048828125,2022-02-28
429.9800109863281,2022-03-01
437.8900146484375,2022-03-02
435.7099914550781,2022-03-03
432.1700134277344,2022-03-04
419.4299926757813,2022-03-07
416.25,2022-03-08
427.4100036621094,2022-03-09
425.4800109863281,2022-03-10
420.0700073242187,2022-03-11
417.0,2022-03-14
426.1700134277344,2022-03-15
435.6199951171875,2022-03-16
441.0700073242187,2022-03-17
444.5199890136719,2022-03-18
444.3900146484375,2022-03-21
449.5899963378906,2022-03-22
443.7999877929687,2022-03-23
450.489990234375,2022-03-24
452.69000244140625,2022-03-25
455.9100036621094,2022-03-28
461.5499877929687,2022-03-29
458.7000122070313,2022-03-30
451.6400146484375,2022-03-31
452.9200134277344,2022-04-01
456.7999877929687,2022-04-04
451.0299987792969,2022-04-05
446.5199890136719,2022-04-06
448.7699890136719,2022-04-07
447.5700073242187,2022-04-08
439.9200134277344,2022-04-11
438.2900085449219,2022-04-12
443.30999755859375,2022-04-13
437.7900085449219,2022-04-14
437.9700012207031,2022-04-18
445.0400085449219,2022-04-19
444.7099914550781,2022-04-20
438.05999755859375,2022-04-21
426.0400085449219,2022-04-22
428.510009765625,2022-04-25
416.1000061035156,2022-04-26
417.2699890136719,2022-04-27
427.80999755859375,2022-04-28
412.0,2022-04-29
414.4800109863281,2022-05-02
416.3800048828125,2022-05-03
429.05999755859375,2022-05-04
413.80999755859375,2022-05-05
411.3399963378906,2022-05-06
398.1700134277344,2022-05-09
399.0899963378906,2022-05-10
392.75,2022-05-11
392.3399963378906,2022-05-12
401.7200012207031,2022-05-13
400.0899963378906,2022-05-16
408.3200073242187,2022-05-17
391.8599853515625,2022-05-18
389.4599914550781,2022-05-19
389.6300048828125,2022-05-20
396.9200134277344,2022-05-23
393.8900146484375,2022-05-24
397.3699951171875,2022-05-25
405.30999755859375,2022-05-26
415.260009765625,2022-05-27
412.9299926757813,2022-05-31
409.5899963378906,2022-06-01
417.3900146484375,2022-06-02
410.5400085449219,2022-06-03
411.7900085449219,2022-06-06
415.739990234375,2022-06-07
411.2200012207031,2022-06-08
401.44000244140625,2022-06-09
389.7999877929687,2022-06-10
375.0,2022-06-13
373.8699951171875,2022-06-14
379.2000122070313,2022-06-15
366.6499938964844,2022-06-16
365.8599853515625,2022-06-17
375.0700073242187,2022-06-21
374.3900146484375,2022-06-22
378.05999755859375,2022-06-23
390.0799865722656,2022-06-24
388.5899963378906,2022-06-27
380.6499938964844,2022-06-28
380.3399963378906,2022-06-29
377.25,2022-06-30
381.239990234375,2022-07-01
381.9599914550781,2022-07-05
383.25,2022-07-06
388.989990234375,2022-07-07
388.6700134277344,2022-07-08
384.2300109863281,2022-07-11
380.8299865722656,2022-07-12
378.8299865722656,2022-07-13
377.9100036621094,2022-07-14
385.1300048828125,2022-07-15
381.9500122070313,2022-07-18
392.2699890136719,2022-07-19
394.7699890136719,2022-07-20
398.7900085449219,2022-07-21
395.0899963378906,2022-07-22
395.5700073242187,2022-07-25
390.8900146484375,2022-07-26
401.0400085449219,2022-07-27
406.0700073242187,2022-07-28
411.989990234375,2022-07-29
410.7699890136719,2022-08-01
408.05999755859375,2022-08-02
414.4500122070313,2022-08-03
414.1700134277344,2022-08-04
413.4700012207031,2022-08-05
412.989990234375,2022-08-08
411.3500061035156,2022-08-09
419.989990234375,2022-08-10
419.989990234375,2022-08-11
427.1000061035156,2022-08-12
428.8599853515625,2022-08-15
429.7000122070313,2022-08-16
426.6499938964844,2022-08-17
427.8900146484375,2022-08-18
422.1400146484375,2022-08-19
413.3500061035156,2022-08-22
412.3500061035156,2022-08-23
413.6700134277344,2022-08-24
419.510009765625,2022-08-25
405.30999755859375,2022-08-26
402.6300048828125,2022-08-29
398.2099914550781,2022-08-30
395.1799926757813,2022-08-31
396.4200134277344,2022-09-01
392.239990234375,2022-09-02
390.760009765625,2022-09-06
397.7799987792969,2022-09-07
400.3800048828125,2022-09-08
406.6000061035156,2022-09-09
410.9700012207031,2022-09-12
393.1000061035156,2022-09-13
394.6000061035156,2022-09-14
390.1199951171875,2022-09-15
385.55999755859375,2022-09-16
388.5499877929687,2022-09-19
384.0899963378906,2022-09-20
377.3900146484375,2022-09-21
374.2200012207031,2022-09-22
367.9500122070313,2022-09-23
364.30999755859375,2022-09-26
363.3800048828125,2022-09-27
370.5299987792969,2022-09-28
362.7900085449219,2022-09-29
357.17999267578125,2022-09-30
366.6099853515625,2022-10-03
377.9700012207031,2022-10-04
377.0899963378906,2022-10-05
373.2000122070313,2022-10-06
362.7900085449219,2022-10-07
360.0199890136719,2022-10-10
357.739990234375,2022-10-11
356.55999755859375,2022-10-12
365.9700012207031,2022-10-13
357.6300048828125,2022-10-14
366.8200073242187,2022-10-17
371.1300048828125,2022-10-18
368.5,2022-10-19
365.4100036621094,2022-10-20
374.2900085449219,2022-10-21
378.8699951171875,2022-10-24
384.9200134277344,2022-10-25
382.0199890136719,2022-10-26
379.9800109863281,2022-10-27
389.0199890136719,2022-10-28
386.2099914550781,2022-10-31
384.5199890136719,2022-11-01
374.8699951171875,2022-11-02
371.010009765625,2022-11-03
376.3500061035156,2022-11-04
379.9500122070313,2022-11-07
382.0,2022-11-08
374.1300048828125,2022-11-09
394.69000244140625,2022-11-10
398.510009765625,2022-11-11
395.1199951171875,2022-11-14
398.489990234375,2022-11-15
395.4500122070313,2022-11-16
394.239990234375,2022-11-17
396.0299987792969,2022-11-18
394.5899963378906,2022-11-21
399.8999938964844,2022-11-22
402.4200134277344,2022-11-23
402.3299865722656,2022-11-25
395.9100036621094,2022-11-28
395.2300109863281,2022-11-29
407.6799926757813,2022-11-30
407.3800048828125,2022-12-01
406.9100036621094,2022-12-02
399.5899963378906,2022-12-05
393.8299865722656,2022-12-06
393.1600036621094,2022-12-07
396.239990234375,2022-12-08
393.2799987792969,2022-12-09
398.9500122070313,2022-12-12
401.9700012207031,2022-12-13
399.3999938964844,2022-12-14
389.6300048828125,2022-12-15
383.2699890136719,2022-12-16
380.0199890136719,2022-12-19
380.5400085449219,2022-12-20
386.2300109863281,2022-12-21
380.7200012207031,2022-12-22
382.9100036621094,2022-12-23
381.3999938964844,2022-12-27
376.6600036621094,2022-12-28
383.44000244140625,2022-12-29
382.4299926757813,2022-12-30
380.8200073242187,2023-01-03
383.760009765625,2023-01-04
379.3800048828125,2023-01-05
388.0799865722656,2023-01-06
387.8599853515625,2023-01-09
390.5799865722656,2023-01-10
395.5199890136719,2023-01-11
396.9599914550781,2023-01-12
398.5,2023-01-13
397.7699890136719,2023-01-17
391.489990234375,2023-01-18
388.6400146484375,2023-01-19
395.8800048828125,2023-01-20
400.6300048828125,2023-01-23
400.2000122070313,2023-01-24
400.3500061035156,2023-01-25
404.75,2023-01-26
405.6799926757813,2023-01-27
400.5899963378906,2023-01-30
406.4800109863281,2023-01-31
410.7999877929687,2023-02-01
416.7799987792969,2023-02-02
412.3500061035156,2023-02-03
409.8299865722656,2023-02-06
415.19000244140625,2023-02-07
410.6499938964844,2023-02-08
407.0899963378906,2023-02-09
408.0400085449219,2023-02-10
412.8299865722656,2023-02-13
412.6400146484375,2023-02-14
413.9800109863281,2023-02-15
408.2799987792969,2023-02-16
407.260009765625,2023-02-17
399.0899963378906,2023-02-21
398.5400085449219,2023-02-22
400.6600036621094,2023-02-23
396.3800048828125,2023-02-24
397.7300109863281,2023-02-27
396.260009765625,2023-02-28
394.739990234375,2023-03-01
397.80999755859375,2023-03-02
404.19000244140625,2023-03-03
404.4700012207031,2023-03-06
398.2699890136719,2023-03-07
398.9200134277344,2023-03-08
391.55999755859375,2023-03-09
385.9100036621094,2023-03-10
385.3599853515625,2023-03-13
391.7300109863281,2023-03-14
389.2799987792969,2023-03-15
396.1099853515625,2023-03-16
389.989990234375,2023-03-17
393.739990234375,2023-03-20
398.9100036621094,2023-03-21
392.1099853515625,2023-03-22
393.1700134277344,2023-03-23
395.75,2023-03-24
396.489990234375,2023-03-27
395.6000061035156,2023-03-28
401.3500061035156,2023-03-29
403.7000122070313,2023-03-30
409.3900146484375,2023-03-31
410.9500122070313,2023-04-03
408.6700134277344,2023-04-04
407.6000061035156,2023-04-05
409.19000244140625,2023-04-06
409.6099853515625,2023-04-10
409.7200012207031,2023-04-11
408.0499877929687,2023-04-12
413.4700012207031,2023-04-13
412.4599914550781,2023-04-14
413.94000244140625,2023-04-17
414.2099914550781,2023-04-18
414.1400146484375,2023-04-19
411.8800048828125,2023-04-20
412.2000122070313,2023-04-21
412.6300048828125,2023-04-24
406.0799865722656,2023-04-25
404.3599853515625,2023-04-26
412.4100036621094,2023-04-27
415.9299926757813,2023-04-28
415.510009765625,2023-05-01
410.8399963378906,2023-05-02
408.0199890136719,2023-05-03
405.1300048828125,2023-05-04
412.6300048828125,2023-05-05
412.739990234375,2023-05-08
410.9299926757813,2023-05-09
412.8500061035156,2023-05-10
412.1300048828125,2023-05-11
411.5899963378906,2023-05-12
413.010009765625,2023-05-15
410.25,2023-05-16
415.2300109863281,2023-05-17
419.2300109863281,2023-05-18
418.6199951171875,2023-05-19
418.7900085449219,2023-05-22
414.0899963378906,2023-05-23
411.0899963378906,2023-05-24
414.6499938964844,2023-05-25
420.0199890136719,2023-05-26
420.1799926757813,2023-05-30
417.8500061035156,2023-05-31
421.8200073242187,2023-06-01
427.9200134277344,2023-06-02
427.1000061035156,2023-06-05
428.0299987792969,2023-06-06
426.5499877929687,2023-06-07
429.1300048828125,2023-06-08
429.8999938964844,2023-06-09
433.7999877929687,2023-06-12
436.6600036621094,2023-06-13
437.1799926757813,2023-06-14
442.6000061035156,2023-06-15
439.4599914550781,2023-06-16
437.1799926757813,2023-06-20
434.94000244140625,2023-06-21
436.510009765625,2023-06-22
433.2099914550781,2023-06-23
431.44000244140625,2023-06-26
436.1700134277344,2023-06-27
436.3900146484375,2023-06-28
438.1099853515625,2023-06-29
443.2799987792969,2023-06-30
443.7900085449219,2023-07-03
443.1300048828125,2023-07-05
439.6600036621094,2023-07-06
438.5499877929687,2023-07-07
439.6600036621094,2023-07-10
442.4599914550781,2023-07-11
446.0199890136719,2023-07-12
449.55999755859375,2023-07-13
449.2799987792969,2023-07-14
450.8399963378906,2023-07-17
454.19000244140625,2023-07-18
455.2000122070313,2023-07-19
452.1799926757813,2023-07-20
452.1799926757813,2023-07-21
454.2000122070313,2023-07-24
455.44000244140625,2023-07-25
455.510009765625,2023-07-26
452.489990234375,2023-07-27
456.9200134277344,2023-07-28
457.7900085449219,2023-07-31
456.4800109863281,2023-08-01
450.1300048828125,2023-08-02
448.8399963378906,2023-08-03
446.80999755859375,2023-08-04
450.7099914550781,2023-08-07
448.75,2023-08-08
445.75,2023-08-09
445.9100036621094,2023-08-10
445.6499938964844,2023-08-11
448.1099853515625,2023-08-14
442.8900146484375,2023-08-15
439.6400146484375,2023-08-16
436.2900085449219,2023-08-17
436.5,2023-08-18
439.3399963378906,2023-08-21
438.1499938964844,2023-08-22
443.0299987792969,2023-08-23
436.8900146484375,2023-08-24
439.9700012207031,2023-08-25
442.760009765625,2023-08-28
449.1600036621094,2023-08-29
451.010009765625,2023-08-30
450.3500061035156,2023-08-31
451.19000244140625,2023-09-01
449.239990234375,2023-09-05
446.2200012207031,2023-09-06
444.8500061035156,2023-09-07
445.5199890136719,2023-09-08
448.4500122070313,2023-09-11
445.989990234375,2023-09-12
446.510009765625,2023-09-13
450.3599853515625,2023-09-14
443.3699951171875,2023-09-15
443.6300048828125,2023-09-18
442.7099914550781,2023-09-19
438.6400146484375,2023-09-20
431.3900146484375,2023-09-21
430.4200134277344,2023-09-22
432.2300109863281,2023-09-25
425.8800048828125,2023-09-26
426.0499877929687,2023-09-27
428.5199890136719,2023-09-28
427.4800109863281,2023-09-29
427.30999755859375,2023-10-02
421.5899963378906,2023-10-03
424.6600036621094,2023-10-04
424.5,2023-10-05
429.5400085449219,2023-10-06
